Monthly_Income,Current_EMIs,Employment_Type,Credit_Score,Loan_Amount,Tenure_Years,Age,Bank_Interest_Rate,Processing_Fee_Percentage,Minimum_Tenure_Allowed,Maximum_Tenure_Allowed,Loan_Status
188226,28830,Salaried,681,2439905,10,36,9.44,0.8,1,30,0
133278,45167,Self-Employed,776,4725616,8,27,16.47,0.51,1,30,1
36506,7683,Salaried,692,1608569,9,34,17.35,2.79,2,17,0
44328,12176,Salaried,684,4534603,10,29,11.56,1.26,2,29,1
182157,11251,Salaried,727,4516071,9,35,17.3,1.05,2,22,1
18061,264,Salaried,646,2638160,5,41,16.03,2.25,1,26,0
155517,33490,Salaried,660,1319343,13,55,17.26,2.63,2,24,0
42946,3819,Self-Employed,681,4845607,7,22,14.83,2.08,3,30,0
138208,33193,Student,681,1446615,13,47,10.74,1.14,2,10,0
144022,17684,Self-Employed,677,4473655,10,22,17.0,2.65,3,12,0
164816,63094,Salaried,674,2063491,2,55,10.25,1.78,2,30,1
111946,30808,Self-Employed,700,2641090,3,38,10.52,1.45,1,26,0
82975,7804,Self-Employed,688,2356972,6,34,11.08,2.01,2,13,0
114248,24604,Salaried,666,2309071,6,40,11.39,2.25,3,17,0
110619,34433,Self-Employed,684,1205831,14,38,13.39,1.98,3,24,0
180625,28525,Salaried,746,2173397,1,30,15.28,2.8,2,17,0
140983,9338,Salaried,742,4844477,12,45,17.3,2.07,3,23,0
60013,7899,Self-Employed,701,2867422,14,22,9.34,2.7,1,15,1
160991,33337,Salaried,713,2199138,9,45,17.57,1.97,2,24,1
43807,14409,Self-Employed,729,1699383,11,53,17.25,1.32,3,29,0
123333,4671,Salaried,669,4635678,13,56,9.01,1.83,2,18,0
130792,21242,Self-Employed,706,3021176,5,51,11.92,0.72,2,14,1
70535,12648,Self-Employed,689,1800914,5,34,16.22,1.08,2,22,0
150824,24507,Salaried,645,4436262,7,21,14.31,2.42,2,16,0
162218,50497,Salaried,666,2748177,8,36,15.9,2.15,2,26,0
173404,51434,Salaried,776,1412797,10,23,15.33,0.92,1,17,1
80197,7110,Salaried,718,3495632,9,55,13.22,1.6,2,14,0
38202,4726,Self-Employed,743,2008279,2,26,8.89,0.85,1,16,0
191924,5027,Self-Employed,733,59012,12,45,14.05,2.64,2,17,1
98794,25099,Salaried,656,3120890,7,33,8.96,0.77,3,16,0
24218,5404,Self-Employed,645,4872325,11,54,14.24,2.14,2,21,0
191561,63721,Salaried,702,1654313,6,28,16.1,2.02,2,15,0
35243,1686,Salaried,703,3834960,1,41,14.06,1.68,3,30,0
55205,15162,Salaried,594,2320256,6,54,17.97,1.2,1,30,0
147548,54022,Salaried,666,554204,11,24,12.83,1.51,1,13,1
73739,8066,Salaried,679,398109,5,45,15.61,2.52,1,12,0
86895,14364,Salaried,623,3664773,11,35,14.84,2.4,1,14,0
15615,4652,Salaried,618,2517108,3,24,17.92,2.35,3,28,0
76700,8109,Student,737,4781909,11,32,15.28,2.37,1,17,0
197495,25622,Self-Employed,665,4184286,12,52,10.06,0.86,1,14,0
31689,5701,Self-Employed,652,3450633,7,52,17.58,0.75,1,22,0
75021,23404,Self-Employed,615,3843730,14,48,14.84,2.65,1,19,0
106826,26108,Salaried,664,2133913,1,33,9.06,2.59,1,15,0
184870,49330,Student,613,2181723,14,51,14.75,2.2,2,10,0
60038,1542,Self-Employed,680,783442,11,34,16.89,2.01,2,20,1
26230,1381,Salaried,725,3002694,2,40,13.98,1.42,1,29,0
34575,9788,Salaried,760,1375682,11,38,11.86,1.06,3,18,0
105388,30684,Self-Employed,716,4895640,9,49,16.3,2.17,3,25,0
176113,10715,Student,638,3590852,1,26,15.93,2.78,2,24,0
68648,21134,Salaried,645,1085992,12,52,13.67,1.59,3,14,0
136657,1150,Salaried,647,1335406,2,49,9.97,1.26,2,24,0
155880,52330,Self-Employed,598,3001791,12,22,10.88,1.18,1,10,0
119691,39601,Self-Employed,770,3032402,4,43,15.52,0.56,1,24,0
33212,11790,Self-Employed,772,106152,12,39,16.16,1.8,3,13,0
137377,45885,Salaried,794,4153386,12,51,11.15,2.97,3,25,0
34050,549,Self-Employed,708,2928596,14,25,12.0,2.54,3,16,0
185045,23574,Self-Employed,719,63869,3,39,9.24,2.74,1,17,0
158194,43827,Self-Employed,688,2272814,12,54,15.28,2.05,1,30,0
90675,19514,Self-Employed,769,2070779,10,30,8.53,1.7,3,11,0
171133,9947,Self-Employed,746,4812347,9,45,8.94,2.98,3,21,0
52921,15340,Self-Employed,732,4443699,6,22,8.54,1.62,3,11,0
17155,5360,Student,784,2457721,7,31,14.63,2.79,3,23,0
139264,48974,Salaried,667,1278391,5,51,12.47,2.4,2,28,0
183749,56321,Self-Employed,678,2515254,1,35,11.33,1.33,3,29,0
39085,14812,Self-Employed,625,4019243,5,29,17.17,1.76,3,15,0
24605,2808,Student,695,3558438,6,43,10.33,1.46,2,28,0
153621,52632,Salaried,689,336102,4,39,12.2,0.84,2,26,1
117478,37538,Salaried,702,3922866,1,29,17.43,1.39,2,12,0
185002,32407,Salaried,744,1102063,9,55,12.56,2.72,2,29,0
109961,19571,Salaried,674,357311,3,41,13.77,2.38,3,19,0
54599,16775,Self-Employed,726,4314991,5,29,9.26,1.19,1,22,0
101284,19691,Self-Employed,705,4358783,6,48,16.01,1.42,1,29,0
58199,11556,Salaried,719,1905121,11,27,12.52,2.04,1,27,0
195499,12938,Salaried,672,1111449,5,36,16.1,1.54,1,28,0
38461,4326,Salaried,673,2744598,1,36,10.91,1.76,1,26,0
181033,43007,Salaried,804,1970831,14,53,12.51,2.25,1,17,0
171548,10686,Salaried,602,1933224,2,24,15.97,1.67,2,27,0
156439,19629,Salaried,606,472994,12,24,17.75,0.98,2,16,1
24275,1658,Self-Employed,735,1506040,6,59,9.07,1.8,1,20,0
56150,16844,Self-Employed,761,3127534,12,37,16.22,1.39,3,12,1
54316,3024,Salaried,616,4682505,12,57,11.36,1.23,3,11,0
149942,34094,Self-Employed,725,4896899,7,59,13.73,1.32,1,28,0
178161,53595,Self-Employed,753,211101,13,49,11.26,1.6,3,20,0
185114,45957,Salaried,637,3645195,3,56,14.33,2.72,2,17,0
146895,26472,Salaried,679,3599551,8,58,11.86,2.34,2,20,0
129540,10819,Self-Employed,762,4805260,10,59,11.67,2.17,3,11,0
62717,2866,Student,686,3548352,1,57,8.86,1.68,1,21,0
150673,12930,Self-Employed,697,2167347,9,55,9.9,0.5,2,18,0
127265,40854,Salaried,656,2345614,7,27,17.21,1.35,3,15,0
58585,19278,Salaried,652,1751009,8,47,17.98,2.53,3,21,0
122158,45076,Self-Employed,706,3639337,8,48,15.91,1.47,2,27,0
158489,31300,Salaried,661,814797,2,42,11.22,1.91,2,14,1
146960,41983,Self-Employed,688,1128000,8,34,12.32,1.01,1,26,0
26075,6315,Student,691,1148168,6,27,15.53,2.79,3,25,0
154270,34354,Salaried,692,1935428,13,57,17.7,2.81,1,21,0
31057,1310,Salaried,706,896454,11,42,12.83,0.87,2,11,0
113812,7319,Self-Employed,668,3394181,5,25,16.38,2.31,3,25,0
107203,25293,Salaried,696,3065989,6,22,17.76,0.69,2,10,0
70333,27277,Student,696,4497434,9,47,16.8,2.0,2,29,0
77958,6827,Salaried,723,3619829,1,41,10.66,0.95,2,11,0
63110,11110,Salaried,666,4384965,14,58,8.58,0.86,1,22,0
184299,14937,Self-Employed,726,2557913,6,35,13.17,0.51,2,25,0
194194,33746,Student,678,4358368,12,41,13.55,2.85,1,10,0
195361,58097,Salaried,692,323591,3,30,10.41,2.57,2,28,0
110894,13907,Salaried,746,3087025,10,43,11.2,0.69,2,13,0
38560,3034,Salaried,724,1233132,4,59,15.77,2.0,3,29,0
35936,6844,Salaried,709,2511565,1,25,12.97,1.08,2,12,0
20380,1146,Salaried,799,4972613,11,21,11.51,1.16,3,11,0
107551,5983,Salaried,652,2878369,6,33,14.41,2.69,3,21,0
51366,20187,Salaried,635,3100435,6,41,14.7,0.79,1,22,0
85994,22300,Salaried,681,472701,14,46,15.81,2.0,3,27,1
132713,32471,Student,755,3668427,13,41,9.99,1.5,3,14,0
49725,19450,Salaried,686,2231752,10,38,15.54,0.98,2,21,0
35115,1101,Salaried,731,1733534,3,57,14.19,1.63,2,28,0
96666,18815,Self-Employed,743,60728,13,52,9.05,2.85,1,10,0
51214,12820,Self-Employed,795,1111999,6,56,15.89,2.45,3,18,0
77979,4829,Student,745,1175546,14,37,12.14,0.83,3,10,0
162708,57467,Self-Employed,632,446605,10,55,11.64,2.62,1,27,0
83481,9352,Salaried,691,3787644,2,31,12.76,2.84,2,12,0
85648,16937,Salaried,741,4030515,10,41,11.79,1.19,3,15,0
75482,13562,Salaried,606,106625,8,46,11.71,1.33,1,13,0
86246,12588,Self-Employed,705,2860860,13,24,16.18,0.82,2,21,0
95732,18089,Salaried,601,3591450,9,54,9.68,1.36,1,21,0
59840,16136,Salaried,733,3854178,2,38,17.72,2.18,1,14,0
179813,21661,Salaried,792,2051754,11,55,13.77,1.18,3,30,0
84278,28792,Self-Employed,644,2063279,2,49,10.24,0.52,2,22,0
154108,40364,Salaried,736,3969059,4,49,9.75,1.35,3,21,0
92564,19823,Salaried,717,463113,4,58,14.12,1.63,3,13,0
117760,26897,Self-Employed,719,950281,9,41,14.51,1.92,2,15,0
83289,31941,Salaried,764,2452321,10,33,9.0,2.21,2,28,0
19858,1963,Salaried,732,3282094,7,37,10.81,0.65,2,15,0
77624,7307,Salaried,645,2283355,12,29,16.06,1.67,3,15,0
162318,17216,Salaried,840,4876616,2,21,8.97,1.17,2,20,0
26301,9515,Self-Employed,721,2594803,5,22,16.62,2.87,2,23,0
37836,8453,Salaried,692,3238858,5,49,14.75,1.4,2,12,0
185484,4782,Salaried,749,2706986,2,53,12.63,0.75,1,17,0
117617,22030,Self-Employed,653,2128101,8,30,11.79,0.6,2,13,0
33055,916,Salaried,632,1446629,14,41,8.68,1.16,3,25,0
66884,24098,Self-Employed,682,225748,11,48,16.34,0.95,1,27,1
22101,4743,Salaried,687,3969257,5,31,9.86,2.12,3,16,0
65918,8219,Salaried,744,459759,13,54,11.44,2.62,1,20,0
93950,7749,Self-Employed,764,4535136,2,28,13.91,1.28,2,17,0
119152,39585,Salaried,664,3435162,13,42,10.84,1.94,1,29,0
151344,44134,Salaried,703,1692147,2,28,13.22,2.33,3,15,0
147679,21458,Self-Employed,578,1892653,14,35,16.19,1.5,1,25,0
111447,26578,Self-Employed,695,4702328,5,37,12.97,0.67,2,14,0
48539,11440,Student,732,3086753,8,43,17.52,1.07,2,15,0
147223,21698,Salaried,733,1956847,2,44,16.55,2.71,3,15,0
131801,35745,Student,641,2726853,7,39,11.66,2.56,1,11,0
92521,28707,Student,619,4970347,4,25,12.3,0.72,3,16,0
111818,38345,Salaried,821,4418108,9,52,12.52,1.06,3,18,0
96785,35391,Student,658,1324968,12,21,14.45,2.42,3,24,0
52748,3878,Salaried,704,4855742,5,43,11.22,1.71,2,30,0
154769,21624,Self-Employed,711,2170883,5,57,17.71,2.4,1,23,0
142872,2066,Self-Employed,728,1853137,8,28,14.28,1.03,2,30,1
56041,20558,Self-Employed,714,1796075,8,33,12.29,2.88,2,22,0
159212,49613,Self-Employed,647,1589914,7,28,14.63,2.46,2,14,0
117865,24511,Salaried,702,2825883,11,43,12.26,0.99,1,26,0
165267,27315,Salaried,737,1829182,14,21,16.27,1.9,2,14,0
112357,9729,Salaried,661,2059885,7,44,13.89,0.78,2,12,0
130603,48245,Self-Employed,661,2374962,4,55,8.9,1.4,2,18,0
80074,25436,Salaried,674,3726862,1,44,10.18,2.15,1,18,0
195510,30996,Self-Employed,673,2862194,9,37,16.72,1.33,1,13,0
184143,52268,Salaried,631,1229568,11,25,13.85,2.14,3,29,0
182523,51413,Self-Employed,665,1736150,8,40,17.53,1.11,2,20,0
159151,61479,Salaried,692,3790079,8,41,9.19,2.3,2,26,0
191636,527,Salaried,693,3420116,11,51,11.3,1.4,1,23,0
32230,10309,Self-Employed,739,1967953,12,56,10.34,2.48,1,19,0
135801,15437,Student,800,4237056,13,31,13.76,0.84,2,14,0
28155,11255,Salaried,637,1002602,11,35,12.14,1.4,3,30,0
54605,12396,Salaried,618,2341625,10,39,9.99,1.66,3,30,0
50297,13209,Self-Employed,728,2499798,9,27,14.61,1.56,2,26,0
147267,38997,Salaried,684,972809,12,48,13.59,1.58,3,25,0
63648,9345,Self-Employed,702,4276425,8,25,11.11,1.61,3,10,0
31494,8775,Self-Employed,761,1098120,1,25,13.06,2.97,2,19,0
96213,22765,Salaried,650,2573517,1,50,15.58,0.98,3,21,0
16316,5454,Self-Employed,827,3134266,5,52,10.45,2.42,1,27,0
130594,40389,Salaried,650,3583654,6,28,11.28,1.88,2,10,0
62719,8349,Salaried,696,4132925,4,30,11.79,1.53,1,21,0
156832,11584,Salaried,663,2567850,2,58,15.59,2.08,2,29,0
170312,10015,Self-Employed,646,2198652,6,52,16.55,2.63,1,15,0
195703,76190,Self-Employed,735,274376,8,48,12.08,1.67,3,17,1
106837,35408,Self-Employed,654,1838204,6,37,11.32,2.66,1,23,0
43317,1217,Salaried,757,1636444,1,51,16.95,0.73,1,14,0
35742,1449,Salaried,731,1172731,13,28,17.99,2.13,1,13,0
129527,32874,Salaried,689,776272,11,45,14.87,1.33,1,25,1
37449,5885,Salaried,680,489090,10,29,17.9,1.47,1,15,0
139576,34902,Self-Employed,627,365111,8,22,14.77,1.93,2,12,0
90723,6668,Salaried,658,2926137,3,35,15.47,1.7,1,13,0
53250,16076,Self-Employed,770,1615474,3,23,12.19,1.45,1,17,0
130095,693,Salaried,602,4173053,7,56,12.61,1.27,2,23,0
89710,11352,Self-Employed,710,3503705,12,24,9.87,2.05,2,16,0
173264,37489,Salaried,682,1993181,2,34,16.32,1.76,3,13,0
76410,26468,Salaried,771,1812671,11,45,17.35,1.31,1,28,0
137747,35271,Student,693,73439,3,30,14.42,1.01,1,20,1
134070,44917,Salaried,691,956030,14,41,11.76,2.44,3,24,1
138299,36892,Student,707,4007396,8,56,9.96,2.5,1,25,0
95570,31085,Self-Employed,839,1671398,11,32,11.02,1.03,3,15,0
130287,7288,Salaried,739,4767003,3,47,10.93,1.15,2,21,0
137609,1567,Student,710,2776217,9,22,14.33,1.1,1,17,0
126098,2963,Salaried,687,3854130,2,33,17.48,2.71,1,19,0
26226,6930,Salaried,644,210887,11,52,8.96,2.44,2,20,0
163537,7994,Self-Employed,647,4696586,13,51,8.51,0.69,1,18,0
97124,23168,Salaried,718,1878864,11,36,14.2,2.58,2,26,0
154175,58581,Salaried,805,3341890,12,52,11.2,0.59,2,23,0
199310,15029,Salaried,692,994339,14,52,16.87,1.13,3,12,0
147316,2416,Self-Employed,641,3797235,2,54,11.61,2.8,2,18,0
128154,44938,Self-Employed,682,1160428,13,31,11.25,2.66,3,29,0
187263,4930,Student,672,4757583,3,30,11.06,2.45,2,27,0
197461,73306,Self-Employed,711,3844146,9,35,9.88,1.64,3,26,0
21544,948,Student,646,575982,6,37,14.02,1.3,3,14,1
64294,6001,Student,639,2719086,5,38,10.1,2.7,3,29,0
25910,837,Salaried,790,4902033,6,29,12.53,2.14,3,30,0
102905,33650,Salaried,756,1357729,13,45,12.88,1.24,1,30,0
139506,22369,Salaried,623,1972244,2,34,8.69,1.66,2,15,1
100553,18374,Self-Employed,719,3510762,12,45,8.66,2.7,2,12,0
199446,29404,Salaried,683,534948,9,42,13.44,2.76,2,25,1
47022,4711,Salaried,631,4730078,3,50,15.11,2.15,2,24,0
57692,580,Salaried,806,2990322,11,40,17.45,2.33,3,17,1
122966,37827,Salaried,735,4183230,1,41,10.2,0.6,1,18,0
125078,42078,Salaried,761,4011047,5,52,9.48,2.01,2,13,0
143863,40478,Salaried,694,2811774,8,41,8.99,2.22,2,22,0
123924,13570,Salaried,721,1128181,3,55,12.64,0.55,2,12,0
93206,27839,Salaried,702,1720411,6,52,14.42,2.61,3,30,1
152410,49114,Salaried,677,2195575,10,50,16.49,2.82,2,16,0
153878,757,Self-Employed,705,3969144,10,59,14.99,1.09,2,25,0
102562,8774,Student,710,3590765,2,32,10.48,2.61,1,26,0
25372,8380,Salaried,750,4959334,14,38,12.89,2.16,3,26,1
21107,2793,Salaried,816,1523400,3,41,17.15,1.95,1,28,0
139143,21248,Salaried,661,2355129,2,33,11.6,2.61,2,29,0
196912,19369,Salaried,748,1094733,3,41,13.24,1.21,3,26,0
22717,4516,Salaried,777,3668558,6,28,17.61,2.48,2,11,0
47532,14461,Self-Employed,647,978567,2,27,15.48,1.29,2,14,0
196625,33585,Salaried,693,466428,11,43,15.6,2.47,3,25,0
29026,5480,Salaried,748,1023248,6,52,10.9,1.63,1,20,0
180675,67713,Salaried,670,1125091,3,31,12.44,0.79,3,15,0
163032,44055,Salaried,752,4734377,10,42,9.28,1.45,3,20,1
116276,18429,Salaried,729,963457,7,42,14.26,1.08,1,10,0
133251,28205,Self-Employed,702,917595,13,45,9.49,0.75,3,28,0
116824,38664,Self-Employed,715,338715,10,42,16.44,0.78,1,12,0
76829,5462,Salaried,731,3581145,11,48,16.24,2.45,1,17,0
174892,40315,Salaried,566,3208181,1,49,13.57,2.7,3,27,0
129165,49993,Salaried,676,1272465,1,33,9.84,2.82,3,22,0
65799,21282,Self-Employed,633,3141879,7,38,8.74,2.63,1,10,0
55144,10148,Salaried,767,725221,1,22,16.07,2.58,1,29,0
33637,11853,Salaried,740,3597093,14,49,14.2,0.67,1,26,0
162351,3299,Self-Employed,660,526113,6,41,15.25,2.48,1,14,1
43634,14760,Self-Employed,813,1105374,10,35,11.39,2.46,1,21,0
92751,7966,Salaried,709,2111369,9,47,13.34,0.83,3,20,1
148054,33864,Self-Employed,713,4091328,4,51,15.6,2.16,2,27,0
97593,7312,Self-Employed,746,2378897,3,35,12.89,1.63,3,17,0
151504,57225,Salaried,655,4243483,4,43,14.21,2.75,2,22,0
87427,21977,Self-Employed,681,4451228,9,44,16.0,2.24,1,11,1
113743,25654,Self-Employed,685,4313049,14,33,10.54,2.88,3,25,0
173371,3543,Student,669,1061987,1,42,9.13,0.76,2,21,0
135550,18096,Self-Employed,541,1441819,1,57,13.55,0.6,1,17,0
178424,21676,Salaried,684,1933998,1,53,9.09,2.93,3,13,0
143345,20301,Self-Employed,668,1021388,13,23,15.78,0.7,2,23,0
191950,5969,Student,805,1741368,12,39,15.33,1.47,3,18,0
75526,22378,Self-Employed,709,1497754,13,43,16.88,2.12,2,20,0
31444,7675,Self-Employed,645,2124678,3,49,14.58,2.7,3,25,0
39248,13394,Salaried,686,93237,8,50,9.14,1.14,3,15,1
23104,1310,Salaried,700,835345,6,59,10.9,0.57,2,21,0
24554,9129,Salaried,695,1514011,6,45,16.18,1.8,3,28,0
44602,11459,Salaried,709,732622,10,57,10.09,1.68,3,25,0
22543,8907,Salaried,710,900262,11,28,15.14,1.27,1,22,0
28872,303,Salaried,695,1161290,11,36,15.91,2.68,2,13,0
194788,66704,Salaried,700,4184667,7,28,11.64,2.37,3,21,0
191371,58765,Salaried,603,3211663,11,21,11.56,2.65,2,13,0
16320,5072,Self-Employed,714,135591,2,25,13.8,0.9,3,26,0
39061,14670,Self-Employed,740,2061718,9,23,16.68,2.23,2,23,0
131322,40598,Salaried,735,2555777,10,21,10.63,2.94,2,26,1
47882,12149,Salaried,729,1691089,13,24,17.44,2.03,1,10,0
194498,52167,Self-Employed,742,2178520,5,55,14.19,0.93,1,29,0
61097,23005,Self-Employed,714,728870,11,52,17.93,2.99,2,10,0
53418,18265,Self-Employed,694,4442604,4,54,9.35,1.82,3,11,0
188277,125,Salaried,679,416540,8,45,9.7,2.6,2,26,1
174094,9182,Self-Employed,801,1242568,1,30,16.35,0.87,3,10,0
148637,23373,Salaried,724,2040771,6,41,16.72,2.17,2,21,0
49510,5709,Self-Employed,730,4724569,4,59,12.73,2.78,1,22,0
146235,36078,Self-Employed,744,4488671,2,47,15.28,1.83,1,23,0
131565,29482,Salaried,726,2432970,10,47,16.74,1.22,3,19,1
177504,40426,Self-Employed,622,1791951,4,22,8.91,0.82,2,21,1
97990,4600,Self-Employed,742,2628356,7,33,13.95,1.24,3,27,0
110140,8287,Salaried,659,1995188,7,29,16.61,1.39,1,16,1
64849,16415,Salaried,705,1009012,9,56,12.28,2.27,2,28,0
42410,9895,Salaried,691,3046206,10,42,11.37,0.95,1,24,0
158336,28038,Salaried,725,601719,3,46,16.06,0.77,1,16,1
111815,42747,Self-Employed,755,774568,13,32,11.69,1.47,2,23,0
84015,14887,Self-Employed,665,1193417,11,37,8.53,1.65,3,18,0
162665,16167,Self-Employed,694,1655869,12,34,17.62,2.07,2,14,0
24756,8982,Salaried,666,3370108,10,34,14.13,2.27,1,10,0
112417,27782,Student,695,1543518,13,54,16.29,2.72,1,25,0
108396,13654,Salaried,737,3656743,13,40,16.34,1.22,1,14,0
95565,35531,Salaried,749,190017,11,31,9.13,1.82,1,17,1
127158,17130,Salaried,635,2651740,4,36,10.12,1.42,3,28,0
114837,16553,Salaried,762,4693138,10,51,11.46,0.5,2,29,0
29694,3346,Student,694,3329115,5,26,11.55,1.95,2,21,0
27420,1928,Self-Employed,636,2194124,6,39,14.76,2.54,3,17,0
97504,22854,Self-Employed,717,1985204,11,57,14.42,0.59,3,17,0
15973,4024,Self-Employed,715,3300647,10,24,13.2,0.51,1,15,0
69841,25346,Student,742,1961950,12,24,10.51,2.32,2,29,0
63063,24287,Salaried,702,1761638,3,40,12.13,2.21,2,18,0
80252,14136,Salaried,677,3947133,12,30,13.66,1.51,2,11,0
15018,858,Self-Employed,726,383060,9,44,12.95,2.15,3,27,0
52487,12943,Salaried,660,1598160,3,55,9.71,2.88,1,10,0
139660,45063,Student,758,1175894,8,46,14.67,1.12,1,20,0
67712,11274,Salaried,749,2906258,8,57,9.19,1.11,2,24,0
66827,23508,Self-Employed,683,2215924,12,58,12.09,0.97,1,21,0
157412,31093,Salaried,831,1732186,11,41,15.25,2.31,3,12,1
124446,30480,Salaried,723,2730928,11,59,8.69,1.38,3,28,0
102457,36940,Student,631,2359117,7,41,13.91,2.97,2,29,0
176327,25221,Salaried,759,264514,5,30,11.68,2.29,1,28,1
69714,7749,Student,712,4524988,9,58,8.58,1.42,3,19,0
182979,15221,Salaried,637,2103078,6,24,10.31,0.87,3,25,0
148271,47316,Self-Employed,722,236589,8,40,17.44,1.98,3,15,1
28894,3943,Salaried,730,271120,14,37,13.45,1.24,3,18,0
25691,2523,Salaried,644,1038128,13,27,17.97,2.76,1,17,0
82857,24533,Salaried,689,4225089,5,24,13.49,1.6,3,25,0
111784,40626,Self-Employed,659,2683068,8,49,13.67,1.23,3,17,0
184563,7946,Salaried,709,4540759,4,34,12.22,1.97,1,27,0
56876,14656,Salaried,676,1141550,1,23,11.45,0.84,2,14,0
96983,33327,Salaried,666,1315462,7,44,10.89,1.9,2,29,0
124287,12905,Self-Employed,723,3398979,4,57,11.76,0.64,3,21,0
17458,3065,Salaried,745,1333399,14,36,12.87,2.02,2,15,1
152378,41019,Salaried,658,2195696,8,24,10.32,1.83,1,11,0
22482,295,Self-Employed,720,1623663,6,44,10.64,1.8,3,13,0
72558,26455,Salaried,742,1833318,2,54,11.08,2.21,1,25,0
168947,11408,Salaried,780,3625225,2,50,12.77,0.61,2,23,0
168813,11913,Salaried,700,470431,14,38,14.7,1.65,2,26,1
34215,9198,Salaried,701,3015439,7,39,16.63,1.61,3,28,0
156583,56362,Student,647,1383986,12,51,11.23,1.65,2,13,0
93277,4841,Salaried,734,1353375,4,39,10.25,2.95,3,27,1
52185,8977,Self-Employed,686,3626297,2,39,12.1,0.85,3,21,0
134097,48302,Self-Employed,717,3611379,1,42,17.0,2.23,1,11,0
96610,13049,Salaried,642,4738589,7,44,8.59,1.5,2,15,0
190931,33178,Self-Employed,754,3646198,3,32,14.94,1.78,2,15,0
119139,34754,Salaried,724,3624115,7,50,13.03,2.41,3,12,0
185541,68831,Salaried,759,2717083,10,58,10.03,0.89,3,17,0
176352,42589,Salaried,700,4128832,11,51,11.55,2.41,3,21,0
132309,41578,Salaried,743,2854700,10,56,10.64,0.68,3,12,0
99269,14332,Self-Employed,672,4569161,2,39,16.84,1.71,1,11,0
155060,38067,Salaried,646,3550777,7,56,13.08,2.36,2,30,0
69641,1268,Salaried,643,2834629,2,50,13.85,0.98,1,10,0
68096,5868,Self-Employed,711,552827,11,53,14.14,2.43,2,27,0
119820,42109,Student,652,474363,11,38,14.58,0.92,1,27,0
193501,47743,Salaried,706,1426335,10,48,13.21,2.5,3,17,1
17966,6476,Salaried,748,3852035,6,31,8.67,1.67,1,23,0
36414,14306,Salaried,708,4656959,13,53,11.68,2.21,1,22,0
102091,7782,Salaried,733,1245053,9,37,10.25,2.79,3,24,0
163496,41274,Student,702,3347356,2,26,14.96,1.52,3,24,0
149308,3680,Salaried,651,4882716,10,24,9.04,1.08,2,22,0
100802,26488,Salaried,684,275612,12,40,13.86,2.67,2,13,1
57262,13853,Salaried,726,4933590,7,47,10.5,0.9,1,13,0
139958,17528,Salaried,677,3895056,11,35,17.51,2.08,1,14,0
57129,15692,Salaried,705,157535,8,26,11.69,2.81,1,12,0
37797,3466,Salaried,678,3896305,12,34,11.59,2.19,3,21,0
158659,22555,Salaried,750,1243283,12,31,17.27,0.99,2,29,1
106663,12213,Self-Employed,658,2346893,4,59,12.46,0.88,1,21,0
50191,17753,Student,683,659251,13,29,17.65,1.13,2,29,0
64738,24926,Self-Employed,731,4382730,2,46,8.73,1.48,2,16,0
139750,41232,Salaried,636,4750175,5,36,11.41,0.9,3,16,0
45138,6446,Salaried,736,108175,2,25,14.83,2.49,3,10,0
180319,6677,Salaried,811,235128,12,30,16.96,1.39,1,21,1
79162,11943,Salaried,701,856575,5,23,10.94,2.84,1,12,0
162089,63202,Salaried,705,4559714,7,33,17.34,2.61,1,24,1
96863,21200,Salaried,686,4520299,11,50,14.14,2.77,1,18,0
161130,14620,Salaried,674,133086,8,26,16.11,1.24,1,29,1
76273,26843,Self-Employed,726,2101763,9,37,12.27,1.93,2,18,0
104527,27563,Salaried,703,84187,12,39,10.52,1.3,2,23,1
42235,1578,Self-Employed,662,1482609,2,55,17.16,1.14,3,12,0
114011,24549,Self-Employed,714,2584867,1,46,17.36,2.02,3,17,0
85975,4307,Self-Employed,617,1685543,6,25,13.23,2.54,2,15,0
53692,16903,Salaried,722,2817049,6,49,8.56,0.73,3,21,1
183443,36821,Salaried,622,3463945,14,57,9.54,1.19,3,11,0
33101,12748,Self-Employed,733,404100,3,40,13.94,1.01,1,12,1
107675,26098,Salaried,712,4353423,1,41,8.73,2.5,3,23,0
182055,40309,Salaried,815,2292027,4,30,12.27,2.83,3,26,0
177646,67071,Salaried,710,3466599,5,25,11.38,0.7,3,12,0
166397,9213,Salaried,642,2594398,3,56,15.29,1.45,2,13,0
142144,12996,Self-Employed,738,97830,3,26,9.03,2.79,2,24,0
44098,2196,Self-Employed,723,1759959,14,46,13.14,1.36,1,16,1
188409,40409,Salaried,684,719156,13,24,14.0,2.28,3,28,1
93062,3261,Student,659,4914963,1,59,14.36,0.75,2,23,0
57399,15562,Self-Employed,637,679275,11,59,12.35,1.61,1,25,0
36157,3290,Self-Employed,671,4684391,12,55,11.39,1.76,3,22,0
170663,60940,Student,704,1726093,11,21,14.98,2.39,1,29,0
165362,18130,Self-Employed,714,2207682,3,44,16.55,1.22,1,26,1
44381,12667,Salaried,705,3833287,1,56,15.09,1.16,3,26,0
153160,31818,Self-Employed,737,182508,1,26,17.35,1.26,2,19,0
